,title,platform,score,genre,release_year
5364,Prince of Persia: The Sands of Time,GameCube,"(9, 10]",Action,2003
5365,PlanetSide: Core Combat,PC,"(6, 7]",Shooter,2003
5366,Harry Potter: Quidditch World Cup,PC,"(7, 8]",Sports,2003
5367,Go! Go! Hypergrind,GameCube,"(5, 6]",Sports,2003
5369,Mario & Luigi: Superstar Saga,Game Boy (C/A),"(8, 9]",RPG,2003
5370,Need for Speed Underground,"Xbox (360,One)","(8, 9]",Racing,2003
5371,Yu-Gi-Oh! The Falsebound Kingdom,GameCube,"(3, 4]",Strategy,2003
5372,Sphinx and the Cursed Mummy,"Xbox (360,One)","(8, 9]",Action,2003
5373,Need for Speed Underground,PlayStation (1-4),"(8, 9]",Racing,2003
5374,Need for Speed Underground,GameCube,"(8, 9]",Racing,2003
5375,Deus Ex: Invisible War,PC,"(8, 9]",Action,2003
5376,Deus Ex: Invisible War,"Xbox (360,One)","(8, 9]",Action,2003
5377,The Sims: Bustin' Out,Game Boy (C/A),"(7, 8]",Simulation,2003
5378,1080° Avalanche,GameCube,"(7, 8]",Sports,2003
5379,Dr. Seuss' The Cat in the Hat,Game Boy (C/A),"(3, 4]",Platformer,2003
5380,Links 2004,"Xbox (360,One)","(7, 8]",Sports,2003
5381,Nosferatu: The Wrath of Malachi,PC,"(6, 7]",Shooter,2003
5382,Broken Sword: The Sleeping Dragon,PC,"(8, 9]",Adventure,2003
5383,Lowrider,PlayStation (1-4),"(3, 4]",Music,2003
5384,SSX 3,Game Boy (C/A),"(4, 5]",Sports,2003
5385,Turkey Shoot,Mobile,"(2, 3]",Action,2003
5386,Chrome,PC,"(7, 8]",Shooter,2003
5387,SpyHunter 2,PlayStation (1-4),"(6, 7]",Racing,2003
5388,Max Payne 2: The Fall of Max Payne,"Xbox (360,One)","(8, 9]",Shooter,2003
5389,SpyHunter 2,"Xbox (360,One)","(6, 7]",Racing,2003
5390,Monster 4x4: Masters of Metal,PlayStation (1-4),"(3, 4]",Racing,2003
5391,XIII,"Xbox (360,One)","(7, 8]",Shooter,2003
5392,XIII,GameCube,"(7, 8]",Shooter,2003
5394,Kelly Slater's Pro Surfer,PC,"(8, 9]",Sports,2003
5395,Cartoon Network Speedway,Game Boy (C/A),"(2, 3]",Racing,2003
5396,Spawn: Armageddon,"Xbox (360,One)","(7, 8]",Action,2003
5397,Justice League Chronicles,Game Boy (C/A),"(3, 4]",Action,2003
5398,Spawn: Armageddon,PlayStation (1-4),"(7, 8]",Action,2003
5399,Star Wars Knights of the Old Republic,PC,"(8, 9]",RPG,2003
5400,Battlestar Galactica [2003],PlayStation (1-4),"(7, 8]",Action,2003
5401,Spawn: Armageddon,GameCube,"(7, 8]",Action,2003
5402,Tokyo Xtreme Racer 3,PlayStation (1-4),"(7, 8]",Racing,2003
5403,Rugby 2004,PC,"(6, 7]",Sports,2003
5404,NCAA March Madness 2004,"Xbox (360,One)","(8, 9]",Sports,2003
5405,Kya: Dark Lineage,PlayStation (1-4),"(7, 8]",Action,2003
5406,NCAA March Madness 2004,PlayStation (1-4),"(8, 9]",Sports,2003
5407,Medal of Honor: Infiltrator,Game Boy (C/A),"(8, 9]",Action,2003
5408,Battlestar Galactica [2003],"Xbox (360,One)","(7, 8]",Action,2003
5409,Whiplash,"Xbox (360,One)","(6, 7]",Platformer,2003
5410,American Idol,PlayStation (1-4),"(3, 4]",Music,2003
5411,Whiplash,PlayStation (1-4),"(6, 7]",Platformer,2003
5412,Dungeon Siege: Legends of Aranna,PC,"(6, 7]",Action,2003
5413,Contract J.A.C.K.,PC,"(6, 7]",Shooter,2003
5414,Star Wars Jedi Knight: Jedi Academy,"Xbox (360,One)","(7, 8]",Action,2003
5415,NHL Rivals 2004,"Xbox (360,One)","(6, 7]",Sports,2003
5416,Onimusha Tactics,Game Boy (C/A),"(6, 7]",Strategy,2003
5417,Fatal Frame II: Crimson Butterfly,PlayStation (1-4),"(8, 9]",Adventure,2003
5418,Secret Weapons Over Normandy,"Xbox (360,One)","(7, 8]",Simulation,2003
5419,Fairly OddParents: Breakin' Da Rules,GameCube,"(4, 5]",Action,2003
5420,Counter-Strike,"Xbox (360,One)","(7, 8]",Shooter,2003
5421,Gladiator: Sword of Vengeance,PC,"(7, 8]",Action,2003
5423,Fairly OddParents: Breakin' Da Rules,"Xbox (360,One)","(4, 5]",Action,2003
5424,I-Ninja,"Xbox (360,One)","(7, 8]",Action,2003
5425,Gotcha Force,GameCube,"(6, 7]",Action,2003
5426,Cima: The Enemy,Game Boy (C/A),"(5, 6]",Action,2003
5427,Culdcept,PlayStation (1-4),"(8, 9]",Board,2003
5428,Mobile Suit Gundam: Encounters in Space,PlayStation (1-4),"(7, 8]",Shooter,2003
5429,Lords of EverQuest,PC,"(6, 7]",Strategy,2003
5430,Terminator 3: Rise of the Machines,PlayStation (1-4),"(3, 4]",Shooter,2003
5431,James Bond 007: Everything or Nothing,Game Boy (C/A),"(7, 8]",Action,2003
5432,Max Payne 2: The Fall of Max Payne,PlayStation (1-4),"(7, 8]",Action,2003
5433,Uru: Ages Beyond Myst,PC,"(8, 9]",Adventure,2003
5435,Tron 2.0: Light Cycles,Mobile,"(6, 7]",Action,2003
5436,Magic: The Gathering Battlegrounds,PC,"(7, 8]",Adventure,2003
5437,Freestyle Metal X,GameCube,"(7, 8]",Sports,2003
5438,Neverwinter Nights: Hordes of the Underdark,PC,"(8, 9]",RPG,2003
5439,Gem Smashers,Game Boy (C/A),"(7, 8]",Puzzle,2003
5440,EverQuest Online Adventures: Frontiers,PlayStation (1-4),"(7, 8]",RPG,2003
5441,Looney Tunes: Back in Action,Game Boy (C/A),"(4, 5]",Platformer,2003
5442,Armed & Dangerous,PC,"(8, 9]",Action,2003
5443,Magic: The Gathering Battlegrounds,"Xbox (360,One)","(7, 8]",Adventure,2003
5444,Dragon Ball Z Budokai 2,PlayStation (1-4),"(7, 8]",Fighting,2003
5445,NBA Live 2004,PC,"(8, 9]",Sports,2003
5446,The Hobbit,Game Boy (C/A),"(6, 7]",Action,2003
5447,Armed & Dangerous,"Xbox (360,One)","(8, 9]",Shooter,2003
5448,Sword of Mana,Game Boy (C/A),"(6, 7]",Action,2003
5449,Space Channel 5: Special Edition,PlayStation (1-4),"(7, 8]",Music,2003
5451,Legacy of Kain: Defiance,PC,"(7, 8]",Action,2003
5452,Max Payne,Game Boy (C/A),"(8, 9]",Action,2003
5453,Unreal II: The Awakening (Special Edition),PC,"(7, 8]",Shooter,2003
5454,X2: The Threat,PC,"(7, 8]",Simulation,2003
5455,XIII,Mobile,"(8, 9]",Action,2003
5456,SimCity 2000,Game Boy (C/A),"(6, 7]",Simulation,2003
5457,The Haunted Mansion,GameCube,"(6, 7]",Action,2003
5458,The Haunted Mansion,"Xbox (360,One)","(6, 7]",Action,2003
5459,The Haunted Mansion,PlayStation (1-4),"(6, 7]",Action,2003
5460,Goblin Commander: Unleash The Horde,GameCube,"(7, 8]",Strategy,2003
5461,XGRA: Extreme-G Racing Association,GameCube,"(7, 8]",Racing,2003
5462,Aliens: Unleashed,Mobile,"(6, 7]",Shooter,2003
5463,RollerCoaster Tycoon 2: Time Twister,PC,"(5, 6]",Simulation,2003
5464,Monster 4x4: Masters of Metal,GameCube,"(3, 4]",Racing,2003
5465,Spider-Man [2003],Mobile,"(7, 8]",Platformer,2003
5466,NFL Blitz: Pro,"Xbox (360,One)","(7, 8]",Sports,2003
5467,Dragon Ball Z: Taiketsu,Game Boy (C/A),"(3, 4]",Fighting,2003
5468,The Sims: Bustin' Out,GameCube,"(8, 9]",Simulation,2003
5469,The Sims: Bustin' Out,"Xbox (360,One)","(7, 8]",Simulation,2003
5470,The Sims: Bustin' Out,PlayStation (1-4),"(7, 8]",Simulation,2003
5472,Silent Hill 3,PC,"(8, 9]",Adventure,2003
5474,Mission: Impossible Operation Surma,PlayStation (1-4),"(7, 8]",Action,2003
5475,Mission: Impossible Operation Surma,"Xbox (360,One)","(7, 8]",Action,2003
5477,R: Racing Evolution,"Xbox (360,One)","(6, 7]",Racing,2003
5478,R: Racing Evolution,GameCube,"(6, 7]",Racing,2003
5480,Curse: The Eye of Isis,PC,"(7, 8]",Adventure,2003
5481,R: Racing Evolution,PlayStation (1-4),"(6, 7]",Racing,2003
5482,Mucha Lucha: Mascaritas of the Lost Code,Game Boy (C/A),"(1, 2]",Action,2003
5483,Harry Potter and the Sorcerer's Stone,"Xbox (360,One)","(6, 7]",Action,2003
5484,Dance Dance Revolution Ultramix,"Xbox (360,One)","(8, 9]",Music,2003
5485,Prince of Persia: The Sands of Time,PC,"(8, 9]",Action,2003
5486,Barbie Horse Adventures: Wild Horse Rescue,"Xbox (360,One)","(3, 4]",Adventure,2003
5487,Harry Potter and the Sorcerer's Stone,GameCube,"(6, 7]",Action,2003
5488,Pac-Man Vs.,GameCube,"(7, 8]",Puzzle,2003
5489,Harry Potter and the Sorcerer's Stone,PlayStation (1-4),"(6, 7]",Action,2003
5490,The Lord of the Rings: The Return of the King,Mobile,"(9, 10]",Action,2003
5491,Victoria: An Empire Under the Sun,PC,"(7, 8]",Strategy,2003
5492,Star Wars: Flight of the Falcon,Game Boy (C/A),"(3, 4]",Shooter,2003
5493,Yu-Gi-Oh!: The Sacred Cards,Game Boy (C/A),"(4, 5]",RPG,2003
5494,Terminator 3: Rise of the Machines,"Xbox (360,One)","(3, 4]",Shooter,2003
5495,Alpha Wing,Mobile,"(8, 9]",Shooter,2003
5496,NBA Inside Drive 2004,"Xbox (360,One)","(8, 9]",Sports,2003
5497,Barbie Horse Adventures: Wild Horse Rescue,PlayStation (1-4),"(3, 4]",Adventure,2003
5498,Disciples II: Rise of the Elves,PC,"(7, 8]",Strategy,2003
5499,Nightmare Creatures,Mobile,"(6, 7]",Action,2003
5500,Mafia,PlayStation (1-4),"(6, 7]",Action,2004
5501,Delta Ops: Army Special Forces,PC,"(4, 5]",Shooter,2004
5502,Sinbad: Legend of the Seven Seas,PC,"(5, 6]",Action,2004
5503,Conflict: Desert Storm II: Back to Baghdad,GameCube,"(7, 8]",Shooter,2004
5504,Sonic Heroes,"Xbox (360,One)","(7, 8]",Platformer,2004
5505,Sonic Heroes,PlayStation (1-4),"(6, 7]",Platformer,2004
5506,Resident Evil -- CODE: Veronica X,GameCube,"(4, 5]",Action,2004
5507,Korea: Forgotten Conflict,PC,"(4, 5]",Strategy,2004
5508,Delta Force: Black Hawk Down -- Team Sabre,PC,"(7, 8]",Shooter,2004
5509,The Haunted Mansion,Mobile,"(7, 8]",Puzzle,2004
5510,Baldur's Gate: Dark Alliance II,PlayStation (1-4),"(8, 9]",Action,2004
5511,Baldur's Gate: Dark Alliance II,"Xbox (360,One)","(8, 9]",Action,2004
5512,Duke Nukem Mobile,Mobile,"(8, 9]",Action,2004
5513,Maximo vs. Army of Zin,PlayStation (1-4),"(8, 9]",Action,2004
5514,Teenage Mutant Ninja Turtles [2003],PC,"(5, 6]",Fighting,2004
5515,Postal 2: Share the Pain,PC,"(5, 6]",Shooter,2004
5516,Wildlife Park,PC,"(6, 7]",Simulation,2004
5517,Ozzy & Drix,Game Boy (C/A),"(3, 4]",Action,2004
5518,Maelstrom,Mobile,"(5, 6]",Board,2004
5519,CT Special Forces,Game Boy (C/A),"(5, 6]",Action,2004
5521,Sonic Battle,Game Boy (C/A),"(7, 8]",Fighting,2004
5522,Fallout: Brotherhood of Steel,"Xbox (360,One)","(7, 8]",Action,2004
5523,Star Trek: Shattered Universe,PlayStation (1-4),"(3, 4]",Shooter,2004
5524,Deer Hunter,PlayStation (1-4),"(4, 5]",Hunting,2004
5525,Final Fantasy XI,PC,"(7, 8]",RPG,2004
5526,.hack//QUARANTINE (Part 4),PlayStation (1-4),"(8, 9]",Action,2004
5527,BurgerTime,Mobile,"(7, 8]",Action,2004
5528,Corvette,"Xbox (360,One)","(6, 7]",Racing,2004
5529,AMF Bowling 2004,"Xbox (360,One)","(4, 5]",Sports,2004
5530,Traitors Gate 2: Cypher,PC,"(4, 5]",Adventure,2004
5531,JetFighter V: Homeland Protector,PC,"(6, 7]",Simulation,2004
5532,Lupin the 3rd: Treasure of the Sorcerer King,PlayStation (1-4),"(6, 7]",Adventure,2004
5533,Fallout: Brotherhood of Steel,PlayStation (1-4),"(7, 8]",Action,2004
5534,Yohoho! Puzzle Pirates,PC,"(8, 9]",Puzzle,2004
5535,Combat Mission 3: Afrika Korps,PC,"(8, 9]",Strategy,2004
5536,NFL Street,"Xbox (360,One)","(9, 10]",Sports,2004
5537,NFL Street,GameCube,"(9, 10]",Sports,2004
5538,Ancient Empires,Mobile,"(8, 9]",Strategy,2004
5540,NFL Street,PlayStation (1-4),"(9, 10]",Sports,2004
5542,Drake,"Xbox (360,One)","(2, 3]",Action,2004
5543,Curse: The Eye of Isis,"Xbox (360,One)","(6, 7]",Adventure,2004
5544,Need for Speed Underground,Game Boy (C/A),"(7, 8]",Racing,2004
5545,"Crouching Tiger, Hidden Dragon","Xbox (360,One)","(4, 5]",Fighting,2004
5546,Dominions II: The Ascension Wars,PC,"(6, 7]",Strategy,2004
5547,Coliseum,PC,"(2, 3]",Simulation,2004
5548,One Must Fall: Battlegrounds,PC,"(6, 7]",Fighting,2004
5549,Horizons: Empire of Istaria,PC,"(8, 9]",RPG,2004
5550,Blade & Sword,PC,"(5, 6]",Action,2004
5552,Sonic Heroes,GameCube,"(7, 8]",Platformer,2004
5553,Dark Age of Camelot: Trials of Atlantis,PC,"(6, 7]",RPG,2004
5554,Bomberman,Mobile,"(8, 9]",Action,2004
5555,Dell Magazines Crossword,Mobile,"(9, 10]",Puzzle,2003
5556,AirForce Delta Strike,PlayStation (1-4),"(6, 7]",Simulation,2004
5557,Shark Hunt,Mobile,"(7, 8]",Sports,2004
5558,Final Fantasy Crystal Chronicles,GameCube,"(7, 8]",Action,2004
5559,Alex the Ant,Mobile,"(6, 7]",Puzzle,2004
5560,R-Type Final,PlayStation (1-4),"(8, 9]",Shooter,2004
5561,Baldur's Gate: Dark Alliance,Game Boy (C/A),"(7, 8]",Action,2004
5562,American Idol: The Search For A Superstar,PC,"(3, 4]",Music,2004
5565,Tecmo Bowl,Mobile,"(8, 9]",Sports,2003
5566,RC Cars,PC,"(7, 8]",Racing,2003
5567,Lock On: Modern Air Combat,PC,"(7, 8]",Simulation,2003
5569,Chameleon: Mysterious Journey II,PC,"(6, 7]",Adventure,2003
5570,Auto Modellista,"Xbox (360,One)","(5, 6]",Racing,2004
5571,Tiger Woods PGA Tour 2004,Mobile,"(8, 9]",Sports,2004
5574,Silent Storm,PC,"(8, 9]",Action,2004
5575,Romance of the Three Kingdoms IX,PlayStation (1-4),"(8, 9]",Strategy,2004
5576,Worms 3D,PlayStation (1-4),"(6, 7]",Strategy,2004
5577,Alien Blast: The Encounter,PC,"(4, 5]",Shooter,2004
5578,Castlevania,Mobile,"(8, 9]",Action,2004
5579,FOX Sports Track & Field '04,Mobile,"(8, 9]",Sports,2004
5580,The King of Fighters EX2: Howling Blood,Game Boy (C/A),"(7, 8]",Fighting,2004
5581,Atlas Solitaire For Prizes!,Mobile,"(7, 8]",Card,2004
5582,Prize-21 For Prizes!,Mobile,"(8, 9]",Card,2004
5583,Switchix For Prizes!,Mobile,"(8, 9]",Puzzle,2004
5584,Tetris Tournament For Prizes!,Mobile,"(8, 9]",Puzzle,2004
5585,Chess Everywhere,Mobile,"(8, 9]",Strategy,2004
5586,MX Unleashed,"Xbox (360,One)","(8, 9]",Racing,2004
5587,WWI: The Great War,PC,"(6, 7]",Strategy,2004
5588,Wars & Warriors: Joan of Arc,PC,"(6, 7]",Action,2004
5589,Brave Shot,Mobile,"(7, 8]",Shooter,2004
5590,Pitfall: The Lost Expedition,Game Boy (C/A),"(6, 7]",Platformer,2004
5591,James Bond 007: Everything or Nothing,GameCube,"(8, 9]",Action,2004
5592,Snowboard Park Tycoon,Mobile,"(6, 7]",Simulation,2004
5593,James Bond 007: Everything or Nothing,PlayStation (1-4),"(8, 9]",Action,2004
5595,Fast Lane,Mobile,"(1, 2]",Racing,2004
5596,Pengo,Mobile,"(7, 8]",Action,2004
5597,Freestyle Street Soccer,GameCube,"(4, 5]",Sports,2004
5598,Jack the Ripper [2004],PC,"(7, 8]",Adventure,2004
5599,Jet Li: Rise to Honor,PlayStation (1-4),"(5, 6]",Fighting,2004
5600,James Bond 007: Everything or Nothing,"Xbox (360,One)","(8, 9]",Action,2004
5601,Raiden,Mobile,"(5, 6]",Shooter,2004
5602,"Warhammer 40,000: Fire Warrior",PC,"(5, 6]",Shooter,2004
5603,MX Unleashed,PlayStation (1-4),"(8, 9]",Racing,2004
5605,Unreal II: The Awakening,"Xbox (360,One)","(7, 8]",Shooter,2004
5606,World Soccer Winning Eleven 7 International,PlayStation (1-4),"(9, 10]",Sports,2004
5607,SpellForce: The Order of Dawn,PC,"(8, 9]",Strategy,2004
5608,Wrath Unleashed,PlayStation (1-4),"(7, 8]",Strategy,2004
5609,Silent Scope Complete,"Xbox (360,One)","(6, 7]",Shooter,2004
5610,Secret Service: Security Breach,PC,"(4, 5]",Shooter,2004
5611,SEGA GT Online,"Xbox (360,One)","(6, 7]",Racing,2004
5612,Champions of Norrath: Realms of EverQuest,PlayStation (1-4),"(8, 9]",Action,2004
5613,Gravity Games Bike: Street. Vert. Dirt.,"Xbox (360,One)","(1, 2]",Sports,2004
5614,Wrath Unleashed,"Xbox (360,One)","(7, 8]",Strategy,2004
5615,Dr. Seuss' The Cat in the Hat,"Xbox (360,One)","(5, 6]",Action,2004
5616,Dr. Seuss' The Cat in the Hat,PlayStation (1-4),"(5, 6]",Action,2004
5617,Nightshade,PlayStation (1-4),"(6, 7]",Action,2004
5618,Metroid: Zero Mission,Game Boy (C/A),"(8, 9]",Action,2004
5619,Xbox Music Mixer,"Xbox (360,One)","(3, 4]",Music,2004
5620,IHRA Drag Racing 2004,"Xbox (360,One)","(1, 2]",Racing,2004
5621,Shadowbane: The Rise of Chaos,PC,"(6, 7]",RPG,2004
5622,NFL Blitz: Pro,GameCube,"(7, 8]",Sports,2004
5623,Dracula,Mobile,"(7, 8]",Action,2004
5624,Airport Tycoon 3,PC,"(3, 4]",Simulation,2004
5625,Call of Duty,Mobile,"(7, 8]",Action,2004
5626,Carve,"Xbox (360,One)","(5, 6]",Racing,2004
5627,Flicky,Mobile,"(2, 3]",Action,2004
5628,MTX: Mototrax,"Xbox (360,One)","(8, 9]",Sports,2004
5629,LifeLine,PlayStation (1-4),"(6, 7]",Action,2004
5630,A Quiet Weekend in Capri,PC,"(6, 7]",Adventure,2004
5631,MTX: Mototrax,PlayStation (1-4),"(8, 9]",Sports,2004
5632,EverQuest: Gates of Discord,PC,"(8, 9]",RPG,2004
5633,Universal Combat,PC,"(5, 6]",Strategy,2004
5636,Ninja Tower,Mobile,"(7, 8]",Action,2004
5637,Frogger,Mobile,"(8, 9]",Action,2004
5638,Pitfall: The Lost Expedition,GameCube,"(7, 8]",Action,2004
5639,Pitfall: The Lost Expedition,"Xbox (360,One)","(7, 8]",Action,2004
5641,Ninja Gaiden,"Xbox (360,One)","(9, 10]",Action,2004
5642,Pitfall: The Lost Expedition,PlayStation (1-4),"(7, 8]",Action,2004
5643,Vietcong: Fist Alpha,PC,"(7, 8]",Shooter,2004
5644,Monster Garage: The Game,PC,"(3, 4]",Simulation,2004
5645,DoDonPachi,Mobile,"(7, 8]",Shooter,2004
5646,Sky Force,Mobile,"(9, 10]",Shooter,2004
5647,Vega$ Tycoon,PC,"(7, 8]",Simulation,2004
5648,Gradius,Mobile,"(8, 9]",Shooter,2004
5649,Worms 3D,GameCube,"(6, 7]",Strategy,2004
5650,Gangland,PC,"(5, 6]",Strategy,2004
5651,Seven Samurai 20XX,PlayStation (1-4),"(6, 7]",Action,2004
5652,Pirate Hunter: Seize & Destroy,PC,"(6, 7]",Action,2004
5653,Grooverider: Slot Car Thunder,"Xbox (360,One)","(4, 5]",Racing,2004
5654,Mission: Impossible Operation Surma,Game Boy (C/A),"(3, 4]",Adventure,2004
5655,Scooby-Doo! Mystery Mayhem,GameCube,"(5, 6]",Action,2004
5656,MVP Baseball 2004,PC,"(8, 9]",Sports,2004
5657,Unreal Tournament 2004,PC,"(9, 10]",Shooter,2004
5658,Corvette,PlayStation (1-4),"(5, 6]",Racing,2004
5659,Tom Clancy's Rainbow Six 3: Athena Sword,PC,"(7, 8]",Shooter,2004
5660,Broken Sword: The Sleeping Dragon,"Xbox (360,One)","(8, 9]",Adventure,2004
5661,Grooverider: Slot Car Thunder,GameCube,"(4, 5]",Racing,2004
5662,Tenchu: Return from Darkness,"Xbox (360,One)","(6, 7]",Action,2004
5663,Desert Rats vs. Afrika Korps,PC,"(7, 8]",Strategy,2004
5664,The Punisher [2004],Mobile,"(7, 8]",Shooter,2004
5665,Boulder Dash M.E.,Mobile,"(8, 9]",Puzzle,2004
5666,Dead Man's Hand,PC,"(6, 7]",Shooter,2004
5667,Jagged Alliance 2: Wildfire,PC,"(6, 7]",Strategy,2004
5668,Firefighter F.D.18,PlayStation (1-4),"(6, 7]",Action,2004
5669,Metal Gear Solid: The Twin Snakes,GameCube,"(8, 9]",Action,2004
5670,Bionicle: The Game,PC,"(3, 4]",Action,2004
5671,Drake,PC,"(2, 3]",Action,2004
5672,Bloody Roar 4,PlayStation (1-4),"(5, 6]",Fighting,2004
5673,Eye of Rana,Mobile,"(7, 8]",RPG,2004
5674,Mobile Suit Gundam: Atlantic Battle,Mobile,"(6, 7]",Action,2004
5675,Alias,"Xbox (360,One)","(7, 8]",Action,2004
5676,Alias,PlayStation (1-4),"(7, 8]",Action,2004
5677,Nemesis of the Roman Empire,PC,"(7, 8]",Strategy,2004
5678,ESPN Major League Baseball,"Xbox (360,One)","(8, 9]",Sports,2004
5679,Dead Man's Hand,"Xbox (360,One)","(5, 6]",Shooter,2004
5680,Wario Ware Inc. Mega Party Game$,GameCube,"(7, 8]",Party,2004
5681,FOX Sports Hockey '04,Mobile,"(6, 7]",Sports,2004
5682,Street Jam Basketball,Game Boy (C/A),"(3, 4]",Sports,2004
5683,MVP Baseball 2004,GameCube,"(8, 9]",Sports,2004
5684,The Suffering,"Xbox (360,One)","(8, 9]",Action,2004
5685,MVP Baseball 2004,"Xbox (360,One)","(8, 9]",Sports,2004
5686,The Suffering,PlayStation (1-4),"(8, 9]",Action,2004
5687,MVP Baseball 2004,PlayStation (1-4),"(8, 9]",Sports,2004
5688,R-Type III: The Third Lightning,Game Boy (C/A),"(4, 5]",Shooter,2004
5689,Fight Night 2004,"Xbox (360,One)","(8, 9]",Sports,2004
5690,NBA Ballers,"Xbox (360,One)","(8, 9]",Sports,2004
5691,Yo-Yo Fighter,Mobile,"(6, 7]",Platformer,2004
5692,Northland,PC,"(6, 7]",Strategy,2004
5693,NBA Ballers,PlayStation (1-4),"(8, 9]",Sports,2004
5694,Fight Night 2004,PlayStation (1-4),"(8, 9]",Sports,2004
5695,Tom Clancy's Splinter Cell Pandora Tomorrow,Game Boy (C/A),"(6, 7]",Action,2004
5697,Tom Clancy's Rainbow Six 3,PlayStation (1-4),"(6, 7]",Shooter,2004
5698,Samurai Jack: The Shadow of Aku,PlayStation (1-4),"(5, 6]",Action,2004
5699,Pokemon Colosseum,GameCube,"(7, 8]",RPG,2004
5700,Final Fantasy XI,PlayStation (1-4),"(8, 9]",RPG,2004
5701,Far Cry,PC,"(9, 10]",Shooter,2004
5702,The Lion King,Mobile,"(3, 4]",Platformer,2004
5704,Destruction Derby Arenas,PlayStation (1-4),"(4, 5]",Racing,2004
5705,Arx Fatalis,"Xbox (360,One)","(7, 8]",RPG,2004
5706,QBz for Prizes!,Mobile,"(8, 9]",Puzzle,2004
5707,Lode Runner,Mobile,"(8, 9]",Action,2004
5708,Hold 'em Poker+ for Prizes!,Mobile,"(8, 9]",Card,2004
5709,Mario vs. Donkey Kong,Game Boy (C/A),"(8, 9]",Action,2004
5710,Spider-Man vs. Doc Ock,Mobile,"(7, 8]",Action,2004
5711,JAMDAT Golf 2004,Mobile,"(7, 8]",Sports,2004
5712,Van Helsing,Mobile,"(5, 6]",Action,2004
5713,Jumble,Mobile,"(7, 8]",Puzzle,2004
5714,Worms 3D,PC,"(7, 8]",Strategy,2004
5715,EyeToy: Groove,PlayStation (1-4),"(7, 8]",Party,2004
5716,Manhunt,PC,"(8, 9]",Action,2004
5717,Manhunt,"Xbox (360,One)","(8, 9]",Action,2004
5718,Planet Zero,Mobile,"(8, 9]",Shooter,2004
5719,Prince of Persia: The Sands of Time,Mobile,"(9, 10]",Platformer,2004
5720,Star Soldier (Famicom Mini Series),Game Boy (C/A),"(3, 4]",Action,2004
5722,Mappy (Famicom Mini Series),Game Boy (C/A),"(6, 7]",Action,2004
5723,IL-2 Sturmovik: Forgotten Battles -- Ace Expansion Pack,PC,"(8, 9]",Simulation,2004
5724,Onimusha Blade Warriors,PlayStation (1-4),"(6, 7]",Fighting,2004
5725,MLB 2005,PlayStation (1-4),"(7, 8]",Sports,2004
5726,Aces of WWI,Mobile,"(7, 8]",Strategy,2004
5727,Syberia II,PC,"(8, 9]",Adventure,2004
5728,Mafia,"Xbox (360,One)","(6, 7]",Action,2004
5729,CSI: Crime Scene Investigation: Dark Motives,PC,"(8, 9]",Adventure,2004
5730,Lords of the Realm III,PC,"(6, 7]",Strategy,2004
5731,Scooby-Doo! Mystery Mayhem,"Xbox (360,One)","(5, 6]",Action,2004
5732,Bionicle: The Game,"Xbox (360,One)","(3, 4]",Action,2004
5733,Need for Speed: Porsche Unleashed,Game Boy (C/A),"(5, 6]",Racing,2004
5734,Journey to the Center of the Earth,PC,"(6, 7]",Adventure,2004
