,title,platform,score,genre,release_year
10874,Grand Theft Auto IV,"Xbox (360,One)","(9, 10]",Action,2008
10875,Warriors Orochi,PC,"(5, 6]",Action,2008
10876,AMF Bowling: Pinbusters,Wii (U),"(1, 2]",Sports,2008
10877,King's Knight,Wii (U),"(2, 3]",Shooter,2008
10880,Cocoto Magic Circus,Wii (U),"(5, 6]",Shooter,2008
10881,Spitfire Heroes: Tales of the Royal Air Force,DS/3DS/DSi,"(5, 6]",Simulation,2008
10883,NBA Ballers: Chosen One,"Xbox (360,One)","(5, 6]",Sports,2008
10884,Mario Kart Wii,Wii (U),"(8, 9]",Racing,2008
10886,Saga,PC,"(4, 5]",Strategy,2008
10887,Warhawk -- Operation: Broken Mirror,PlayStation (1-4),"(8, 9]",Simulation,2008
10888,Imagine: Figure Skater,DS/3DS/DSi,"(6, 7]",Sports,2008
10889,George of the Jungle and the Search for the Secret,DS/3DS/DSi,"(5, 6]",Action,2008
10890,Bases Loaded,Wii (U),"(4, 5]",Sports,2008
10891,Rocky and Bullwinkle,"Xbox (360,One)","(2, 3]",Action,2008
10892,Gran Turismo 5 Prologue,PlayStation (1-4),"(8, 9]",Racing,2008
10894,Dora the Explorer: Dora Saves The Mermaids,PlayStation (1-4),"(4, 5]",Adventure,2008
10895,Europa Universalis: Rome,PC,"(8, 9]",Strategy,2008
10896,Fantasy Zone,Wii (U),"(8, 9]",Shooter,2008
10897,Okami,Wii (U),"(8, 9]",Adventure,2008
10898,Phantasy Star III: Generations of Doom,Wii (U),"(6, 7]",RPG,2008
10899,Octomania,Wii (U),"(7, 8]",Puzzle,2008
10900,Rafa Nadal Tennis,DS/3DS/DSi,"(5, 6]",Sports,2008
10901,Grand Theft Auto IV,PlayStation (1-4),"(9, 10]",Action,2008
10902,Biathlon 2008,PlayStation (1-4),"(1, 2]",Sports,2008
10903,Battle of the Bands,Wii (U),"(5, 6]",Music,2008
10904,Turok,PC,"(6, 7]",Shooter,2008
10905,Target: Terror,Wii (U),"(3, 4]",Shooter,2008
10906,TiQal,"Xbox (360,One)","(6, 7]",Puzzle,2008
10907,Bubble Bash,Mobile,"(7, 8]",Puzzle,2008
10908,Command & Conquer 3: Kane's Wrath,PC,"(7, 8]",Strategy,2008
10910,Super Stardust HD Solo,PlayStation (1-4),"(8, 9]",Shooter,2008
10911,Championship Pony,DS/3DS/DSi,"(4, 5]",Sports,2008
10912,Lost Empire: Immortals,PC,"(5, 6]",Strategy,2008
10913,Monopoly: Here & Now (2008),Mobile,"(8, 9]",Board,2008
10914,Pirates of the Caribbean: Aegir's Fire,Mobile,"(6, 7]",Action,2008
10915,Powerball,Wii (U),"(5, 6]",Sports,2008
10916,Overclocked: A History of Violence,PC,"(6, 7]",Adventure,2008
10917,"Sam & Max: Season Two -- Episode #5: What's New, Beelzebub?",PC,"(8, 9]",Adventure,2008
10918,Sprint Cars 2: Showdown at Eldora,PlayStation (1-4),"(2, 3]",Racing,2008
10919,Riddle of the Tomb,PC,"(7, 8]",Adventure,2008
10920,High School Musical 2: Work This Out,DS/3DS/DSi,"(3, 4]",Music,2008
10921,Major League Baseball 2K8 Fantasy All-Stars,DS/3DS/DSi,"(5, 6]",Sports,2008
10922,George of the Jungle and the Search for the Secret,PlayStation (1-4),"(3, 4]",Action,2008
10923,Assassin's Creed: Director's Cut Edition,PC,"(7, 8]",Action,2008
10924,Heavenly Guardian,PlayStation (1-4),"(3, 4]",Action,2008
10925,SingStar [2007] (Game & Microphone),PlayStation (1-4),"(8, 9]",Music,2008
10926,Star Soldier R,Wii (U),"(5, 6]",Shooter,2008
10928,The Chronicles of Narnia: Prince Caspian,PlayStation (1-4),"(6, 7]",Action,2008
10929,Harvest: Massive Encounter,PC,"(5, 6]",Strategy,2008
10930,UEFA Euro 2008,"Xbox (360,One)","(8, 9]",Sports,2008
10931,UEFA Euro 2008,PlayStation (1-4),"(8, 9]",Sports,2008
10932,Sky Kid,Wii (U),"(3, 4]",Shooter,2008
10933,Wii Fit,Wii (U),"(7, 8]",Sports,2008
10934,The Chronicles of Narnia: Prince Caspian,PlayStation (1-4),"(6, 7]",Action,2008
10935,Street Fighter II: Champion Edition,Mobile,"(7, 8]",Fighting,2008
10936,Assault Heroes 2,"Xbox (360,One)","(8, 9]",Action,2008
10937,Pop,Wii (U),"(5, 6]",Puzzle,2008
10938,V.I.P. Casino: Blackjack,Wii (U),"(6, 7]",Card,2008
10940,Defend Your Castle,Wii (U),"(7, 8]",Action,2008
10941,Iron Man,PlayStation (1-4),"(3, 4]",Action,2008
10942,Renegade,Wii (U),"(5, 6]",Fighting,2008
10943,Iron Man,DS/3DS/DSi,"(6, 7]",Action,2008
10944,Pimp My Ride,Wii (U),"(2, 3]",Action,2008
10947,Powerboat GT,PC,"(5, 6]",Racing,2008
10949,Wolves of the Pacific -- The Silent Hunter: U-Boat Missions,PC,"(6, 7]",Simulation,2008
10950,Myst,DS/3DS/DSi,"(3, 4]",Adventure,2008
10951,The Chronicles of Narnia: Prince Caspian,DS/3DS/DSi,"(6, 7]",Action,2008
10952,Everyday Shooter,PC,"(7, 8]",Shooter,2008
10953,Final Fantasy Crystal Chronicles: My Life as a King,Wii (U),"(7, 8]",Adventure,2008
10954,PixelJunk Monsters Encore,PlayStation (1-4),"(7, 8]",Strategy,2008
10955,Seven Kingdoms: Conquest,PC,"(2, 3]",Strategy,2008
10956,LostWinds,Wii (U),"(8, 9]",Adventure,2008
10957,R-Type Command,PSP/Vita,"(7, 8]",Strategy,2008
10958,Castle of Shikigami III,Wii (U),"(7, 8]",Shooter,2008
10959,Speed Racer: The Videogame,Wii (U),"(6, 7]",Racing,2008
10962,Real Soccer 2008,DS/3DS/DSi,"(4, 5]",Sports,2008
10963,Sudden Strike 3: Arms for Victory,PC,"(5, 6]",Strategy,2008
10965,Echochrome,PSP/Vita,"(8, 9]",Puzzle,2008
10967,Corvette Evolution GT,DS/3DS/DSi,"(4, 5]",Racing,2008
10969,Baseball Mogul 2009,PC,"(6, 7]",Sports,2008
10971,"Scarface: Money, Power, Respect",Mobile,"(5, 6]",Action,2008
10972,Golden Axe,Mobile,"(4, 5]",Action,2008
10973,Galactic Civilizations II: Twilight of the Arnor,PC,"(9, 10]",Strategy,2008
10974,My Horse & Me,PC,"(4, 5]",Simulation,2008
10975,Pokemon Puzzle League,Wii (U),"(7, 8]",Puzzle,2008
10976,Dancing with the Stars: The PC Game,PC,"(3, 4]",Music,2008
10977,Iron Man,PC,"(3, 4]",Action,2008
10978,Emergency Mayhem,Wii (U),"(4, 5]",Action,2008
10979,WWII Aces,Wii (U),"(4, 5]",Simulation,2008
10980,Iron Man,PlayStation (1-4),"(4, 5]",Action,2008
10981,Echochrome,PlayStation (1-4),"(8, 9]",Puzzle,2008
10983,Toy Shop,DS/3DS/DSi,"(2, 3]",Simulation,2008
10984,Yie Ar Kung Fu,Mobile,"(3, 4]",Fighting,2008
10985,Speed Racer: The Videogame,Mobile,"(6, 7]",Racing,2008
10986,Lumines,PC,"(6, 7]",Puzzle,2008
10987,Dancing with the Stars,Mobile,"(4, 5]",Music,2008
10988,Iron Man,PSP/Vita,"(5, 6]",Action,2008
10990,Boom Blox,Wii (U),"(8, 9]",Puzzle,2008
10991,Iron Man,Wii (U),"(4, 5]",Action,2008
10992,Iron Man,"Xbox (360,One)","(3, 4]",Action,2008
10994,Aquarium,DS/3DS/DSi,"(0, 1]",Simulation,2008
10996,Iron Man,Mobile,"(4, 5]",Action,2008
10998,Baroque,PlayStation (1-4),"(5, 6]",RPG,2008
10999,Stranger,PC,"(4, 5]",Strategy,2008
11000,Enemy Territory: Quake Wars,PlayStation (1-4),"(5, 6]",Shooter,2008
11001,Dilbert Cubicle Chaos,Mobile,"(6, 7]",Action,2008
11002,Enemy Territory: Quake Wars,"Xbox (360,One)","(6, 7]",Shooter,2008
11003,I-play Bowling,Mobile,"(8, 9]",Sports,2008
11005,Mass Effect,PC,"(9, 10]",RPG,2008
11007,City Connection,Wii (U),"(4, 5]",Action,2008
11008,Dr. Mario Online Rx,Wii (U),"(8, 9]",Puzzle,2008
11009,Chameleon,PSP/Vita,"(2, 3]",Puzzle,2008
11010,UEFA Euro 2008,PlayStation (1-4),"(7, 8]",Sports,2008
11011,Ninja Gaiden II,"Xbox (360,One)","(8, 9]",Action,2008
11012,Drone Tactics,DS/3DS/DSi,"(7, 8]",Strategy,2008
11013,Sherlock Holmes: Nemesis,PC,"(6, 7]",Adventure,2008
11014,Grid,"Xbox (360,One)","(8, 9]",Racing,2008
11015,Hot Shots Golf: Open Tee 2,PSP/Vita,"(8, 9]",Sports,2008
11016,Penny Arcade's On the Rain-Slick Precipice of Darkness,"Xbox (360,One)","(7, 8]",RPG,2008
11017,Grid,PlayStation (1-4),"(8, 9]",Racing,2008
11018,Indiana Jones and the Kingdom of the Crystal Skull,Mobile,"(5, 6]",Action,2008
11019,Critter Round-Up,Wii (U),"(6, 7]",Action,2008
11020,We Ski,Wii (U),"(5, 6]",Sports,2008
11021,Sonic Jump 2,Mobile,"(6, 7]",Action,2008
11022,Haze,PlayStation (1-4),"(4, 5]",Shooter,2008
11023,SingStar [2007] (Game Only Edition),PlayStation (1-4),"(8, 9]",Music,2008
11024,The Chronicles of Narnia: Prince Caspian,"Xbox (360,One)","(6, 7]",Action,2008
11025,The Dog Island,Wii (U),"(6, 7]",Adventure,2008
11026,Gumboy Tournament,PC,"(6, 7]",Action,2008
11027,Roogoo,"Xbox (360,One)","(8, 9]",Puzzle,2008
11028,Space Invaders Extreme,PSP/Vita,"(8, 9]",Shooter,2008
11029,The Incredible Hulk,DS/3DS/DSi,"(5, 6]",Action,2008
11031,Metal Gear Solid 4: Guns of the Patriots,PlayStation (1-4),"(9, 10]",Action,2008
11032,Secret Agent Clank,PSP/Vita,"(6, 7]",Action,2008
11033,The Incredible Hulk,"Xbox (360,One)","(5, 6]",Action,2008
11034,NovaStrike,PlayStation (1-4),"(3, 4]",Shooter,2008
11035,Kung Fu Panda,PlayStation (1-4),"(7, 8]",Action,2008
11036,Kung Fu Panda,"Xbox (360,One)","(7, 8]",Action,2008
11037,LEGO Indiana Jones: The Original Adventures,DS/3DS/DSi,"(7, 8]",Action,2008
11038,Robert Ludlum's The Bourne Conspiracy,"Xbox (360,One)","(7, 8]",Action,2008
11039,Lost Planet: Extreme Condition -- Colonies Edition,"Xbox (360,One)","(7, 8]",Action,2008
11040,Family Table Tennis,Wii (U),"(2, 3]",Sports,2008
11041,Toki Tori,Wii (U),"(7, 8]",Puzzle,2008
11042,Dracula: Origin,PC,"(7, 8]",Adventure,2008
11043,The Incredible Hulk,Mobile,"(3, 4]",Action,2008
11044,Wedding Dash,Mobile,"(7, 8]",Simulation,2008
11045,Worms: A Space Oddity,Mobile,"(7, 8]",Strategy,2008
11046,Dig Dug,Wii (U),"(4, 5]",Action,2008
11047,The Incredible Hulk,PC,"(5, 6]",Action,2008
11048,Chaos Theory,PC,"(6, 7]",Puzzle,2008
11049,Bio Miracle Bokutte Upa,Wii (U),"(6, 7]",Platformer,2008
11050,Kung Fu Panda,PC,"(7, 8]",Action,2008
11051,LOL,DS/3DS/DSi,"(7, 8]",Party,2008
11052,Kawasaki Snowmobiles,Wii (U),"(2, 3]",Racing,2008
11053,Kung Fu Panda,Mobile,"(7, 8]",Action,2008
11054,Death Jr.: Root of Evil,Wii (U),"(7, 8]",Platformer,2008
11055,Wolf of the Battlefield: Commando 3,PlayStation (1-4),"(6, 7]",Action,2008
11056,Golf Superstars 2008,Mobile,"(5, 6]",Sports,2008
11057,"BlastWorks: Build, Trade, Destroy",Wii (U),"(8, 9]",Action,2008
11058,Aces of the Galaxy,"Xbox (360,One)","(8, 9]",Action,2008
11060,UEFA Euro 2008,PSP/Vita,"(6, 7]",Sports,2008
11061,Protöthea,Wii (U),"(5, 6]",Shooter,2008
11063,Space Force Captains,PC,"(3, 4]",Strategy,2008
11064,Belief & Betrayal,PC,"(5, 6]",Adventure,2008
11065,The Political Machine 2008,PC,"(7, 8]",Strategy,2008
11067,Etrian Odyssey II: Heroes of Lagaard,DS/3DS/DSi,"(7, 8]",RPG,2008
11069,Trials 2: Second Edition,PC,"(7, 8]",Racing,2008
11070,Dragon Ball Z: Burst Limit,PlayStation (1-4),"(7, 8]",Fighting,2008
11071,Frogger 2,"Xbox (360,One)","(5, 6]",Action,2008
11072,Cabela's Trophy Bucks,Wii (U),"(5, 6]",Hunting,2008
11073,Kung Fu Panda,Wii (U),"(7, 8]",Action,2008
11074,The Incredible Hulk,Wii (U),"(5, 6]",Action,2008
11075,Don King Presents: Prizefighter,"Xbox (360,One)","(4, 5]",Sports,2008
11076,Blokus World Tour,PC,"(7, 8]",Board,2008
11077,Chaos Wars,PlayStation (1-4),"(7, 8]",Strategy,2008
11078,Penny Arcade's On the Rain-Slick Precipice of Darkness,PC,"(7, 8]",RPG,2008
11080,The Chronicles of Narnia: Prince Caspian,PC,"(6, 7]",Action,2008
11081,Grid,PC,"(8, 9]",Racing,2008
11083,Metal Slug,Wii (U),"(8, 9]",Action,2008
11084,LEGO Indiana Jones: The Original Adventures,PC,"(7, 8]",Action,2008
11085,LEGO Indiana Jones: The Original Adventures,PlayStation (1-4),"(7, 8]",Action,2008
11086,LEGO Indiana Jones: The Original Adventures,Wii (U),"(7, 8]",Action,2008
11087,Buku Sudoku,"Xbox (360,One)","(5, 6]",Puzzle,2008
11088,LEGO Indiana Jones: The Original Adventures,PSP/Vita,"(7, 8]",Action,2008
11089,LEGO Indiana Jones: The Original Adventures,"Xbox (360,One)","(7, 8]",Action,2008
11090,Ninja Combat,Wii (U),"(3, 4]",Action,2008
11091,Fatal Inertia EX,PlayStation (1-4),"(7, 8]",Racing,2008
11092,The Chronicles of Narnia: Prince Caspian,Mobile,"(4, 5]",Action,2008
11093,Jake Hunter: Detective Chronicles,DS/3DS/DSi,"(6, 7]",Adventure,2008
11094,My Fashion Studio,DS/3DS/DSi,"(6, 7]",Simulation,2008
11095,Elements of Destruction,"Xbox (360,One)","(7, 8]",Action,2008
11096,World Championship Cards,PSP/Vita,"(3, 4]",Card,2008
11097,Sea Life Safari,"Xbox (360,One)","(4, 5]",Simulation,2008
11098,Stronghold Crusader Extreme,PC,"(4, 5]",Strategy,2008
11099,Dragon Ball Z: Burst Limit,"Xbox (360,One)","(7, 8]",Fighting,2008
11100,Kung Fu Panda,PlayStation (1-4),"(7, 8]",Action,2008
11101,Kung Fu Panda,DS/3DS/DSi,"(7, 8]",Action,2008
11102,The Incredible Hulk,PlayStation (1-4),"(5, 6]",Action,2008
11104,Robert Ludlum's The Bourne Conspiracy,PlayStation (1-4),"(7, 8]",Action,2008
11105,Wolf of the Battlefield: Commando 3,"Xbox (360,One)","(5, 6]",Action,2008
11106,Devil May Cry 3D,Mobile,"(5, 6]",Action,2008
11107,LEGO Racers,Mobile,"(5, 6]",Racing,2008
11108,The Chronicles of Narnia: Prince Caspian,Wii (U),"(6, 7]",Action,2008
11109,Summon Night: Twin Age,DS/3DS/DSi,"(8, 9]",RPG,2008
11110,LEGO Indiana Jones: The Original Adventures,PlayStation (1-4),"(7, 8]",Action,2008
11111,Warlords (2008),"Xbox (360,One)","(4, 5]",Action,2008
11112,Block Breaker Deluxe,Wii (U),"(7, 8]",Action,2008
11113,Europa Universalis III: In Nomine,PC,"(7, 8]",Strategy,2008
11114,NASCAR 09,"Xbox (360,One)","(6, 7]",Racing,2008
11115,Arkanoid DS,DS/3DS/DSi,"(4, 5]",Action,2008
11116,Lost Planet: Extreme Condition -- Colonies Edition,PC,"(7, 8]",Action,2008
11117,Space Invaders Extreme,DS/3DS/DSi,"(8, 9]",Shooter,2008
11118,NASCAR 09,PlayStation (1-4),"(5, 6]",Racing,2008
11119,Riding Star,PlayStation (1-4),"(2, 3]",Racing,2008
11120,Wild Earth: African Safari,Wii (U),"(4, 5]",Adventure,2008
11121,Metal Gear Solid 4: Guns of the Patriots (Limited Edition),PlayStation (1-4),"(9, 10]",Action,2008
11122,Sea Monsters: A Prehistoric Adventure,Wii (U),"(4, 5]",Adventure,2008
11123,The Incredible Hulk,PlayStation (1-4),"(5, 6]",Action,2008
11124,Sea Monsters: A Prehistoric Adventure,PlayStation (1-4),"(2, 3]",Adventure,2008
11127,Magnetica Twist,Wii (U),"(6, 7]",Puzzle,2008
11128,Guitar Hero: Aerosmith (Game & Guitar Controller),"Xbox (360,One)","(7, 8]",Music,2008
11129,Guitar Hero: Aerosmith,PlayStation (1-4),"(7, 8]",Music,2008
11130,The Oregon Trail,Mobile,"(7, 8]",Simulation,2008
11131,Supreme Commander,"Xbox (360,One)","(4, 5]",Strategy,2008
11132,Deadliest Catch: Alaskan Storm,"Xbox (360,One)","(6, 7]",Hunting,2008
11133,Boom Blox,Mobile,"(6, 7]",Puzzle,2008
11134,Imagine: Rock Star,DS/3DS/DSi,"(3, 4]",Music,2008
11135,Mega Man Star Force 2: Zerker X Saurian,DS/3DS/DSi,"(4, 5]",RPG,2008
11136,Cocoto Kart Racer,Wii (U),"(6, 7]",Racing,2008
11137,WALL-E,PSP/Vita,"(7, 8]",Action,2008
11138,Guitar Hero: Aerosmith (Limited Edition Bundle),PlayStation (1-4),"(6, 7]",Music,2008
11139,Guitar Hero: Aerosmith (Game & Guitar Controller),PlayStation (1-4),"(7, 8]",Music,2008
11140,Guitar Hero: Aerosmith,"Xbox (360,One)","(7, 8]",Music,2008
11141,Supreme Ruler 2020,PC,"(7, 8]",Strategy,2008
11142,Soulcalibur,"Xbox (360,One)","(8, 9]",Fighting,2008
11143,Hellboy: The Science of Evil,"Xbox (360,One)","(3, 4]",Action,2008
11144,Command & Conquer 3: Kane's Wrath,"Xbox (360,One)","(7, 8]",Strategy,2008
11145,Age of Conan: Hyborian Adventures (Collector's Edition),PC,"(7, 8]",Action,2008
11146,Hannspree Ten Kate Honda SBK Superbike World Championship,PSP/Vita,"(5, 6]",Racing,2008
11147,Trauma Center: Under the Knife 2,DS/3DS/DSi,"(8, 9]",Simulation,2008
11148,Puzzle Quest: Challenge of the Warlords,Mobile,"(8, 9]",Puzzle,2008
11149,Gyrostarr,Wii (U),"(7, 8]",Shooter,2008
11150,WALL-E,DS/3DS/DSi,"(6, 7]",Action,2008
11151,Overlord: Raising Hell,PlayStation (1-4),"(5, 6]",Adventure,2008
11152,Alone in the Dark,"Xbox (360,One)","(3, 4]",Adventure,2008
11153,Rock Band (Special Edition),Wii (U),"(7, 8]",Music,2008
11154,Ticket to Ride,"Xbox (360,One)","(6, 7]",Board,2008
11155,Operation Darkness,"Xbox (360,One)","(2, 3]",Strategy,2008
11157,Guitar Hero: Aerosmith,Wii (U),"(7, 8]",Music,2008
11158,Mega Man Star Force 2: Zerker X Ninja,DS/3DS/DSi,"(4, 5]",RPG,2008
11159,WALL-E,PlayStation (1-4),"(7, 8]",Action,2008
11160,Cake Mania 2: Jill's Next Adventure!,DS/3DS/DSi,"(4, 5]",Simulation,2008
11161,Guitar Hero: Aerosmith (Game & Guitar Controller),Wii (U),"(7, 8]",Music,2008
11162,Guitar Hero: Aerosmith (Game & Guitar Controller),PlayStation (1-4),"(6, 7]",Music,2008
11163,Command & Conquer 3 Tiberium Wars,Mobile,"(6, 7]",Strategy,2008
11164,Supernova 2: Spacewar,PC,"(2, 3]",Strategy,2008
11165,Pacific Storm: Allies,PC,"(6, 7]",Strategy,2008
11166,Hellboy: The Science of Evil,PSP/Vita,"(2, 3]",Action,2008
11167,Hellboy: The Science of Evil,PlayStation (1-4),"(3, 4]",Action,2008
11170,Crazy Machines 2,PC,"(6, 7]",Puzzle,2008
11171,Happy Tree Friends: False Alarm,PC,"(6, 7]",Puzzle,2008
11173,Top Spin 3,PlayStation (1-4),"(7, 8]",Sports,2008
11174,Alex Kidd in Miracle World,Wii (U),"(8, 9]",Platformer,2008
11175,Battlefield: Bad Company (Gold Edition),"Xbox (360,One)","(8, 9]",Shooter,2008
11177,Top Spin 3,"Xbox (360,One)","(7, 8]",Sports,2008
11178,Battlefield: Bad Company (Gold Edition),PlayStation (1-4),"(8, 9]",Shooter,2008
11179,Guitar Hero On Tour,DS/3DS/DSi,"(8, 9]",Music,2008
11180,Final Fantasy Tactics A2: Grimoire of the Rift,DS/3DS/DSi,"(8, 9]",Strategy,2008
11181,Battlefield: Bad Company,"Xbox (360,One)","(8, 9]",Shooter,2008
11182,WALL-E,"Xbox (360,One)","(4, 5]",Action,2008
11183,Sid Meier's Civilization Revolution,PlayStation (1-4),"(8, 9]",Strategy,2008
11184,Wacky Races: Crash & Dash,DS/3DS/DSi,"(4, 5]",Racing,2008
11185,WALL-E,Wii (U),"(3, 4]",Action,2008
11186,Samurai Shodown,Wii (U),"(8, 9]",Fighting,2008
11187,Sid Meier's Civilization Revolution,"Xbox (360,One)","(8, 9]",Strategy,2008
11188,Code Lyoko: Fall of X.A.N.A,DS/3DS/DSi,"(5, 6]",RPG,2008
11189,WALL-E,Mobile,"(6, 7]",Action,2008
11190,Happy Tree Friends: False Alarm,"Xbox (360,One)","(6, 7]",Puzzle,2008
11191,Super Dodgeball Brawlers,DS/3DS/DSi,"(6, 7]",Sports,2008
11192,Battlefield: Bad Company,PlayStation (1-4),"(8, 9]",Shooter,2008
11193,Naruto: Ultimate Ninja Heroes 2: The Phantom Fortress,PSP/Vita,"(7, 8]",Fighting,2008
11194,Top Spin 3,DS/3DS/DSi,"(7, 8]",Sports,2008
11195,Super Stardust HD Team Expansion,PlayStation (1-4),"(7, 8]",Shooter,2008
11196,Final Fantasy Fables: Chocobo's Dungeon,Wii (U),"(8, 9]",Action,2008
11197,WALL-E,PlayStation (1-4),"(4, 5]",Action,2008
11198,Hail to the Chimp,"Xbox (360,One)","(3, 4]",Party,2008
11199,Wanted,Mobile,"(6, 7]",Action,2008
11200,Pranksterz: Off Your Boss,PC,"(3, 4]",Puzzle,2008
11201,Geometry Wars: Retro Evolved 2,"Xbox (360,One)","(8, 9]",Shooter,2008
11202,Major League Eating: The Game,Wii (U),"(3, 4]",Sports,2008
11204,The Mummy: Tomb of the Dragon Emperor,Wii (U),"(3, 4]",Adventure,2008
11205,Soulcalibur IV,"Xbox (360,One)","(8, 9]",Fighting,2008
11206,Soulcalibur IV (Premium Edition),"Xbox (360,One)","(8, 9]",Fighting,2008
11207,Soulcalibur IV,PlayStation (1-4),"(8, 9]",Fighting,2008
11208,Soulcalibur IV (Premium Edition),PlayStation (1-4),"(8, 9]",Fighting,2008
11209,Nancy Drew: The Phantom of Venice,PC,"(6, 7]",Adventure,2008
11210,Top Spin 3,Wii (U),"(6, 7]",Sports,2008
11211,Alone in the Dark,PlayStation (1-4),"(2, 3]",Adventure,2008
11212,Super Monkey Ball,Mobile,"(4, 5]",Action,2008
11213,Alone in the Dark,Wii (U),"(3, 4]",Adventure,2008
11214,Journey to the Center of the Earth,DS/3DS/DSi,"(3, 4]",Action,2008
11215,Aces of the Galaxy,PC,"(7, 8]",Action,2008
11216,1942: Joint Strike,PlayStation (1-4),"(6, 7]",Shooter,2008
11217,MLB Power Pros 2008,Wii (U),"(8, 9]",Sports,2008
11218,Bomberman Touch,Mobile,"(7, 8]",Action,2008
11219,Numba,Mobile,"(7, 8]",Puzzle,2008
11220,Donkey Kong 3,Wii (U),"(5, 6]",Action,2008
11221,Cocoto Fishing Master,Wii (U),"(3, 4]",Hunting,2008
11222,Hail To The Chimp,PlayStation (1-4),"(3, 4]",Party,2008
11223,Get Smart,Mobile,"(3, 4]",Action,2008
11224,Hancock,Mobile,"(5, 6]",Action,2008
11225,Final Fantasy IV,DS/3DS/DSi,"(8, 9]",RPG,2008
11226,The Princess Bride Game,PC,"(3, 4]",Adventure,2008
11227,Golf: Tee It Up!,"Xbox (360,One)","(8, 9]",Sports,2008
11228,Alone in the Dark,PC,"(3, 4]",Adventure,2008
11229,Wonderworld Amusement Park,Wii (U),"(3, 4]",Simulation,2008
11230,MLB Power Pros 2008,PlayStation (1-4),"(8, 9]",Sports,2008
11231,Blitzkrieg 2: Liberation,PC,"(5, 6]",Strategy,2008
11232,Wario Land: Super Mario Land 3,Game Boy (C/A),"(7, 8]",Platformer,2008
11234,Red Baron Arcade,PC,"(5, 6]",Simulation,2008
11235,Elefunk,PlayStation (1-4),"(6, 7]",Puzzle,2008
11236,Double D Dodgeball,"Xbox (360,One)","(2, 3]",Sports,2008
11238,NCAA Football 09 All-Play,Wii (U),"(4, 5]",Sports,2008
11239,1942: Joint Strike,"Xbox (360,One)","(6, 7]",Shooter,2008
11240,Schizoid,"Xbox (360,One)","(7, 8]",Action,2008
11241,Code Lyoko: Quest for Infinity,PlayStation (1-4),"(4, 5]",Adventure,2008
11242,Drive to Survive,PC,"(3, 4]",Racing,2008
11243,Soul Bubbles,DS/3DS/DSi,"(7, 8]",Puzzle,2008
11244,SPOGS Racing,Wii (U),"(1, 2]",Racing,2008
11245,Burning Fight,Wii (U),"(4, 5]",Action,2008
11246,Gourmet Chef: Cook Your Way to Fame,DS/3DS/DSi,"(6, 7]",Simulation,2008
11248,Shining Stars: Super Starcade,DS/3DS/DSi,"(5, 6]",Action,2008
11250,Siren: Blood Curse -- Episodes 5-8,PlayStation (1-4),"(8, 9]",Adventure,2008
11253,Siren: Blood Curse -- Episodes 1-4,PlayStation (1-4),"(6, 7]",Adventure,2008
11254,Fatal Fury 2,Wii (U),"(7, 8]",Fighting,2008
11255,Devil May Cry 4,PC,"(7, 8]",Action,2008
11257,We Love Golf!,Wii (U),"(7, 8]",Sports,2008
11258,Izuna 2: The Unemployed Ninja Returns,DS/3DS/DSi,"(5, 6]",Action,2008
11259,Go! Go! Break Steady,"Xbox (360,One)","(7, 8]",Music,2008
11260,Code Lyoko: Quest for Infinity,PSP/Vita,"(4, 5]",Adventure,2008
11262,Space Monkey,Mobile,"(7, 8]",Action,2008
11263,WALL-E,PC,"(7, 8]",Action,2008
11264,Guitar Hero: Aerosmith,PlayStation (1-4),"(6, 7]",Music,2008
11265,Unreal Tournament III,"Xbox (360,One)","(8, 9]",Shooter,2008
11266,Insecticide Episode 1,PC,"(7, 8]",Action,2008
11267,Underwater Attack,DS/3DS/DSi,"(4, 5]",Shooter,2008
11268,Bionic Commando Rearmed,"Xbox (360,One)","(9, 10]",Platformer,2008
11269,Wings Over Israel,PC,"(7, 8]",Simulation,2008
11270,Mister Slime,DS/3DS/DSi,"(4, 5]",Action,2008
11271,Star Parodier,Wii (U),"(7, 8]",Shooter,2008
11272,Pirates: The Key of Dreams,Wii (U),"(4, 5]",Action,2008
11273,Siren: Blood Curse -- Full Game,PlayStation (1-4),"(8, 9]",Adventure,2008
11274,Geo-Political Simulator (2008),PC,"(4, 5]",Simulation,2008
11275,The Immortals of Terra: A Perry Rhodan Adventure,PC,"(5, 6]",Adventure,2008
11276,Siren: Blood Curse -- Episodes 9-12,PlayStation (1-4),"(8, 9]",Adventure,2008
11277,Braid,"Xbox (360,One)","(8, 9]",Platformer,2008
11280,Crash Bandicoot Nitro Kart 3D,Mobile,"(7, 8]",Racing,2008
11281,de Blob,Mobile,"(7, 8]",Platformer,2008
11282,NCAA Football 09,PSP/Vita,"(6, 7]",Sports,2008
11283,NCAA Football 09,"Xbox (360,One)","(8, 9]",Sports,2008
11284,NCAA Football 09,PlayStation (1-4),"(8, 9]",Sports,2008
11285,NCAA Football 09,PlayStation (1-4),"(6, 7]",Sports,2008
11286,South Park Imaginationland,Mobile,"(5, 6]",Action,2008
11287,Bionic Commando Rearmed,PlayStation (1-4),"(9, 10]",Platformer,2008
11288,Summer Athletics: The Ultimate Challenge,"Xbox (360,One)","(5, 6]",Sports,2008
11289,Beijing 2008: The Official Video Game of the Olympic Games,PC,"(5, 6]",Sports,2008
11290,Space Chimps,"Xbox (360,One)","(6, 7]",Adventure,2008
